id,text,label
901,@Erica pentz: yes! Fantastic idea!,positive
902,"Im going to agree with Margaret on this one. The fact is that reading is a learned skill and there are many countries which havent yet learned it. Its just plain ignorant to think that there ARENT people who dont have this skill. And about the backpacks and textbooks on the kindle, its really an issue of publishers and copyrights and software/hardware issues. A device like (dare I utter it here?) the IPad would be able to handle such a purpose far better. ",positive
903,Very interesting ... :-),positive
904,Wait ....Bri...we can go on fb on the kindle...I need to find a kid for a lesson,neutral
905,AGREE!!!,neutral
906,Ive gotten almost that good of a reaction with my Kindle 1 at my husbands eye specialists office. Someone with very limited vision has their world opened again with the font changing option. I have been a walking advertisement several times personally. Kindle needs to direct advertise to ophthalmologists!,negative
907,"How about sending this USA struggling author a Kindle? My book is available, on it, and I cannot see it.",negative
908,Its a shame all the negative garbage back and forth just because a decent person wrote an article about his vision to help other people. That was a great article! There is way too much tearing things apart instead of looking at the intent of the article.,neutral
909,need to know how to SHARE books??????,neutral
910,"Why give things away? Why not offer it to them at a price they can afford? Giving low income families kindles may sound nice, but how about offering a work for a kindle program where low income teens and adults alike could do things like work in a soup kitchen, help clean up parks, and clean graffiti from public areas for x amount of hours in exchange for a kindle?That way they would have pride in knowing they earned it, and it would prevent most of them from selling it for cash",positive
911,Create source of income first jackass how do u propose they pay for the books the wanna read when they can hardly afford food.these people are dining from hunger and thirst and u wanna give them a kindle your effing sick if u see kids in rags traveling miles away so they can have drinking water and your first thought is to give them a kindle.,negative
912,Stop breeding like rabbits hopped up on viagra first then well talk. Most of these countries perpetuate their own poverty.,positive
913,I bought a Bible for $1.99 We send Bibles to Russian schools  and we cant even pray in schools. CONDOMS....spelling!,neutral
914,"solar is not really necessary as there are tools to charge via bicycle, playgrounds, etc. ... books are simple, there are plenty of free books available on the Web via Project Gutenberg, Amazon, etc.",positive
915,@betsy ... try the free kindle reader for your PC.,positive
916,"I love my Kindle. It has saved me from a few otherwise boring waits, thats for sure!",positive
917,Love these posts it always brings the right wing weirdos out like a moth to a flame!!!,positive
918,@ Dave kolan Im embarrassed for you... Perpetuate their own poverty? Dude no comment...,neutral
919,Cant we send them Ipod touches and Kindles both?,neutral
920,"thank you, David Cook!",positive
921,"This is actually a great idea. Think of all the rural schools in Africa and elsewhere desperate for books, and think of all the great books available for free on Kindle!",positive
922,Cool story and a very good idea.,positive
923,Love it!,positive
924,"Rashean... you are a great example of why people need books.""Create source of income first jackass how do u propose they pay for the books the wanna read when they can hardly afford food.these people are dining from hunger and thirst and u wanna give them a kindle your effing sick if u see kids in rags traveling miles away so they can have drinking water and your first thought is to give them a kindle""Create (a) source of income first jackass(.) (H)ow do (yo)u propose they pay for the books (Im assuming you mean ""they want to"")the wanna read when they can hardly afford food.( T )these people are (dying?)dining from hunger and thirst and (yo)u (want to)wanna give them a kindle(.) (Y)our (f-ing) effing sick if (yo)u see kids in rags traveling miles away so they can have drinking water and your first thought is to give them a kindleAlso, Im sure no one here is suggesting you go find a community that has no food, no running water and no electricity and give them an electronic device. They mean to go to poverty struck areas where children cant afford books, but already have the basics, i.e. (that means for example) food and water and give those children a means to get an education they wouldnt otherwise have.",negative
925,I would like a kindle sent to me...,positive
926,might have a point but what revolution would come from reading the classics?,neutral
927,"@Judy: loaning books on kindle is available. Go to your amazon account, manage your account, check the books listed and see which ebooks are available to loan not all are. They will be a box by each of the book titles that you will have click on that will read if the ebook can be loaned out. Then just follow the rest.   ",neutral
928,I live in Africa! You can send me a Kindle!,neutral
929,Do you have an office in India?,neutral
930,"Katie, regarding your correction and comments above, I guess you didnt realize that ""your effing sick"" should actually be ""youre"", not just capitalized.  And I believe the phrase is ""poverty stricken"" not ""poverty struck"".",neutral
931,"Some disgusting comments on this post! ""I would rather send condoms or the pill!"" uh I think America and the Uk could benefit from those also looking at the single teen pregnancies, but our kids still have access to the kindle! Come on guys....Grow up please! ",neutral
932,BRilliant idea....how much battery life that thing have tho? pair it with a generator so they can charge it!,positive
933,First like. :D,positive
934,i <3 my Kindle ^_^,neutral
935,I LOVE MINE,positive
936,Skvělý stroj... !!!,neutral
937,I still miss that catchy jingle from the original ad.,neutral
938,long live the kindle!,neutral
939,"At first i read ""Check out our newest Kindle!"" lol",positive
940,Gimme a break - who the hell runs smiling this way with a Kindle?,negative
941,"Decent commercial, i wish i knew why you do these soft sale pitches, the kindle  rocks and deserves better, show people how great the KINDLE is!",positive
942,I love mine also.,positive
943,Fist like.and good,positive
944,"same, my kindle is everything to me, im on it more than my ipod or laptop at times.",neutral
945,I LOVE MY KINDLE  :),positive
946,Great Kindle,positive
947,"i saw this pop up on facebook, looked up and saw the add come on the TV LOL",positive
948,Love my Kindle!!,positive
949,I love my Kindle  my best friend,positive
950,"I love my Kindle, though the publishing industry seems dead set on killing it off with their idiotic pricing schemes.",negative
951,El mejor regalo tecnológico que he adquirido en el último año...de verdad lo recomiendo a todos mis amigos...,neutral
952,"oooh i LOVE my kindle, just wondering do most kindle owners use their Kindle with the leather cover on or not ???  I use it with the cover myself  . . .",positive
953,LOVE LOVE LOVE my Kindle.,positive
954,Not a very clever ad. I love my Kindle but this was a bit wet.,positive
955,"Love, love, love my Kindle!!!",positive
956,I read more with my Kindle than I have in years,neutral
957,Gotta luv the Kindle!!,positive
958,I read more with my Kindle than I have in years,neutral
959,Gotta luv the Kindle!!,positive
960,"Ive always said that books are my best friend, but I love my kindle much more than that ;-)",positive
961,Love the commercial cant do without my Kindle.,positive
962,I use the cover at all times.,neutral
963,While I like this commercial my favorite is the one where they people are by the pool in the sunlight =),positive
964,"My Kindle was the best thing for my eyes!  I love to read, but often didnt because my eyes would tire so quickly, no longer the case!",positive
965,Great tag line: The Book Lives On,positive
966,@Jacek- right! Always use protection!,neutral
967,LOVE IT!! Makes me want another Kindle. :),positive
968,Am loving my Kindle so much I should name it.,positive
969,"I love my kindle, and I love the customer support that comes with it. My cats knocked my original one off the dresser, and Amazon gave me a free replacement since they said it was covered under the limited warranty. The replacement was there the next day!",positive
970,I love my Kindle!,positive
971,Well been comparing Kindle with Color Nook and well really would like that Color Nook,positive
972,I love my kindel,positive
973,Best Invention since sliced bread!:-),positive
974,Love my Kindle <3,positive
975,Welcome to Scranton is now available on the Kindle for only $2.99.Its a wild ride through Scranton.http://www.amazon.com/Welcome-to-Scranton-ebook/dp/B004AYD6LW/ref=tmm_kin_title_0?ie=UTF8&m=AG56TWVU5XWC2&qid=1298310486&sr=1-1,neutral
976,"mmm No esto no es un iPad, es un libro; No tampoco es una compu, es un libro; No no tiene juegos, es un libro; Si tiene wi-fi, si tiene conectividad 3g gratis en todo el mundo de por vida, Si se pueden leer los libros que bajas de internet, no no tienes que comprárselos a AMAZON si no quieres. Si, se pueden meter dentro de este libro electrónico miles de libros digitales. Si se pueden leer los .doc .pdf etc convirtiéndolos con una herramienta muy muy simple de usar.",negative
977,Love my kindle and the leather cover with light is great.,positive
978,I love my kindle !!!!!!,positive
979,"Now, if the Kindle just had expandable memory...",neutral
980,Just bought mine and am LOVING it !!!,positive
981,"Throw it my purse and go. Have my whole library,some games, docs, and basic web for referencing at my fingure tips for when ever I need it!",negative
982,Yall should make The Book Lives On: Amazon Kindle T-shirts and give me one for such a great idea =),positive
983,"Now if only it displayed in color e-ink, and had better integration with e-text books, I could stop buying reference books and using my laptop for course reading.... Just saying. Other than that, I adore my kindle.",positive
984,"I love my kindle. I downloaded all the book club books on it for the year. I take it everywhere. I use it while I am waiting to pick the kids up at school, after practices, doctors offices, ortho appointments. If you want to appeal to Moms throw some of those scenarios in a commercial.",positive
985,Love my Kindle too! Would be lost without it..,neutral
986,I like my Kindle...I will LOVE my Kindle when they finally allow libraries to check out books to us in the Kindle format.  Come on Amazon lending libraries are a good thing!,positive
987,I love MINE!!!,positive
988,Love it,positive
989,Nice!  I cringed a bit when the people were balancing on fences and leaping around holding their Kindles...Id call that living dangerously!,neutral
990,I love my Kindle too!!!,positive
991,I heart my kindle!!!,neutral
992,I was reading with it for around 8 hours yesterday and the battery is hardly even drained.  <3 my Kindle!,negative
993,Love my Kindle3 + the cover with light. Waiting to buy DX when Wi-fi available.,positive
994,SOOOO much better than your other commercials!  Well done!,positive
995,I liked it.  Its youth oriented and I think this will further widen its appeal.,positive
996,"I think the point of the commercial is that, even with Borders closing many stores and publishers struggling, THE BOOK LIVES ON...just in a different format. The eBook is the future, whether people like it or not, and the Kindle is the best platform for it, in my opinion.",positive
997,Kindle 3 is such a great product. I could not be happier with mine! :-),positive
998,develop a way to share books!  that is a big drawback.  I love my kindle but hate that I cant share books as easily as I did before.,negative
999,I love my kindle! =),positive
